date,year,month,decade,gas_ppi,gas_index_2024base,mom_pct,yoy_pct,rolling_vol_12m,shock,direction,event
1999-01-01,1999,1,1990,74.7,102.55999542347188,-10.431654676258994,-17.821782178217827,8.852005038764156,True,down,
1999-02-01,1999,2,1990,71.9,98.71571179314095,-3.748326639892896,-12.210012210012211,8.475865807251598,False,down,
1999-03-01,1999,3,1990,67.0,91.9882154400618,-6.815020862308774,-22.45370370370371,8.396991313808162,True,down,
1999-04-01,1999,4,1990,74.0,101.59892451588914,10.447761194029859,-17.869034406215313,8.96990520703719,True,up,
1999-05-01,1999,5,1990,91.4,125.48840136151713,23.513513513513516,0.9944751381215422,11.486148612690105,True,up,
1999-06-01,1999,6,1990,89.0,122.19330110694774,-2.6258205689277947,8.66910866910866,11.097523138802801,False,down,
1999-07-01,1999,7,1990,91.9,126.17488058121909,3.2584269662921495,3.2584269662921495,10.876014568074712,False,up,
1999-08-01,1999,8,1990,104.3,143.19956522982753,13.492927094668117,27.04019488428746,11.08605507590344,True,up,
1999-09-01,1999,9,1990,114.9,157.75292468750897,10.16299137104506,64.61318051575932,9.76661905607494,True,up,
1999-10-01,1999,10,1990,104.1,142.92497354194674,-9.399477806788525,34.14948453608248,10.30914657647851,True,down,
1999-11-01,1999,11,1990,121.5,166.81445038757474,16.71469740634006,46.20938628158846,11.011734172113794,True,up,
1999-12-01,1999,12,1990,90.0,123.56625954635166,-25.92592592592593,7.913669064748197,13.964665641724867,True,down,
2000-01-01,2000,1,2000,98.0,134.5499270615829,8.888888888888879,31.191432396251663,13.565266693583808,True,up,
2000-02-01,2000,2,2000,104.8,143.8860444495295,6.938775510204076,45.757997218358824,13.420262441663644,True,up,
2000-03-01,2000,3,2000,105.7,145.121707044993,0.8587786259542041,57.761194029850756,13.0324757411886,False,up,
2000-04-01,2000,4,2000,114.7,157.47833299962818,8.51466414380322,55.00000000000001,12.966667655222603,True,up,
2000-05-01,2000,5,2000,123.3,169.28577557850178,7.497820401046207,34.90153172866519,11.586138782573435,True,up,
2000-06-01,2000,6,2000,170.2,233.67752638654503,38.03730738037308,91.23595505617976,15.131812652883161,True,up,
2000-07-01,2000,7,2000,170.5,234.0894139183662,0.1762632197414904,85.52774755168659,15.219346776948889,False,up,
2000-08-01,2000,8,2000,151.9,208.55238694545352,-10.909090909090901,45.63758389261745,15.79459504184776,True,down,
2000-09-01,2000,9,2000,176.8,242.73905208661085,16.3923633969717,53.87293298520453,16.10427494854578,True,up,california_crisis_2000
2000-10-01,2000,10,2000,201.7,276.92571722776813,14.083710407239813,93.75600384245917,15.640004560748439,True,up,california_crisis_2000
2000-11-01,2000,11,2000,185.0,253.99731128972286,-8.2796232027764,52.2633744855967,15.85834836524662,True,down,california_crisis_2000
2000-12-01,2000,12,2000,263.3,361.49995709504884,42.32432432432434,192.55555555555554,16.11679274300216,True,up,california_crisis_2000
2001-01-01,2001,1,2000,393.8,540.6710334372586,49.56323585263958,301.8367346938776,19.662469064919563,True,up,california_crisis_2000
2001-02-01,2001,2,2000,262.3,360.1269986556449,-33.39258506856272,150.28625954198475,23.92137323677062,True,down,california_crisis_2000
2001-03-01,2001,3,2000,215.8,296.28443122336324,-17.72779260388868,104.16272469252603,25.165110354544932,True,down,california_crisis_2000
2001-04-01,2001,4,2000,220.6,302.87463173250194,2.2242817423540284,92.32781168265038,25.23829224845198,False,up,
2001-05-01,2001,5,2000,203.6,279.5343382626355,-7.706255666364459,65.1257096512571,25.662082444018694,True,down,
2001-06-01,2001,6,2000,153.4,210.61182460455942,-24.656188605108053,-9.870740305522908,25.160289453188813,True,down,
2001-07-01,2001,7,2000,121.1,166.26526701181317,-21.056062581486312,-28.973607038123173,26.019888515795902,True,down,
2001-08-01,2001,8,2000,120.9,165.9906753239324,-0.16515276630882925,-20.408163265306122,25.791541443350432,False,down,
2001-09-01,2001,9,2000,93.0,127.6851348645634,-23.076923076923084,-47.39819004524887,26.159634198952684,True,down,
2001-10-01,2001,10,2000,72.9,100.08867023254486,-21.612903225806445,-63.85721368368864,26.154070084018446,True,down,
2001-11-01,2001,11,2000,114.0,156.51726209204543,56.37860082304527,-38.37837837837837,31.581002665710894,True,up,
2001-12-01,2001,12,2000,90.5,124.25273876605361,-20.614035087719294,-65.62856057728827,29.05472385491816,True,down,
2002-01-01,2002,1,2000,99.3,136.334773032808,9.723756906077341,-74.78415439309293,24.085254769864807,True,up,
2002-02-01,2002,2,2000,78.9,108.32642086896828,-20.543806646525674,-69.91993900114373,23.143950306900965,True,down,
2002-03-01,2002,3,2000,95.9,131.6667143388347,21.54626108998732,-55.56070435588507,24.299204113084134,True,up,
2002-04-01,2002,4,2000,131.3,180.26944309373306,36.91345151199166,-40.480507706255665,27.033422477483086,True,up,
2002-05-01,2002,5,2000,125.5,172.30628414519038,-4.417364813404423,-38.359528487229866,26.978511879047925,False,down,
2002-06-01,2002,6,2000,117.7,161.59720831783991,-6.215139442231077,-23.272490221642762,26.014322017671596,True,down,
2002-07-01,2002,7,2000,112.6,154.59512027687995,-4.333050127442661,-7.018992568125515,25.18510597602595,False,down,
2002-08-01,2002,8,2000,114.9,157.75292468750897,2.042628774422739,-4.962779156327546,25.176190262355124,False,up,
2002-09-01,2002,9,2000,120.9,165.9906753239324,5.22193211488251,30.000000000000004,23.89102152125958,True,up,
2002-10-01,2002,10,2000,134.6,184.80020594376592,11.331679073614541,84.63648834019202,22.467019620968642,True,up,
2002-11-01,2002,11,2000,167.5,229.9705386001545,24.442793462109957,46.92982456140351,17.45019907351977,True,up,
2002-12-01,2002,12,2000,171.1,234.91318898200853,2.1492537313432702,89.06077348066297,15.60030501913113,False,up,
2003-01-01,2003,1,2000,193.5,265.66745802465607,13.091759205143205,94.86404833836859,15.693818469715309,True,up,
2003-02-01,2003,2,2000,216.5,297.24550213094597,11.88630490956073,174.39797211660326,13.148788687908988,True,up,
2003-03-01,2003,3,2000,330.1,453.2135808472298,52.47113163972288,244.21272158498434,17.901896751136224,True,up,
2003-04-01,2003,4,2000,201.9,277.2003089156489,-38.836716146622244,53.76999238385376,21.35876458414462,True,down,
2003-05-01,2003,5,2000,211.2,289.9688224021052,4.606240713224352,68.28685258964143,21.126373700891673,False,up,
2003-06-01,2003,6,2000,237.4,325.94033351448763,12.405303030303049,101.69923534409517,20.789645357739694,True,up,
2003-07-01,2003,7,2000,219.4,301.2270816052173,-7.582139848357206,94.84902309058616,20.985669706302378,True,down,
2003-08-01,2003,8,2000,195.4,268.2760790595235,-10.93892433910666,70.06092254134029,21.632337056721774,True,down,
2003-09-01,2003,9,2000,202.4,277.88678813535086,3.5823950870010224,67.4110835401158,21.647606364880623,False,up,
2003-10-01,2003,10,2000,184.1,252.76164869425935,-9.041501976284593,36.775631500742946,22.03402309527753,True,down,
2003-11-01,2003,11,2000,181.2,248.780069219988,-1.5752308527973935,8.179104477611943,21.195261377986345,False,down,
2003-12-01,2003,12,2000,200.6,275.4154629444238,10.706401766004415,17.24137931034482,21.31919105823112,True,up,
2004-01-01,2004,1,2000,242.3,332.66782986756675,20.787637088733813,25.21963824289406,21.748737058225615,True,up,
2004-02-01,2004,2,2000,231.2,317.4279911901833,-4.581097812628987,6.789838337182452,21.72811146881226,False,down,
2004-03-01,2004,3,2000,208.1,285.7126512399531,-9.991349480968859,-36.95849742502273,15.21920449431092,True,down,
2004-04-01,2004,4,2000,218.7,300.2660106976345,5.093704949543487,8.320950965824657,10.125173461922213,True,up,
2004-05-01,2004,5,2000,241.4,331.43216727210324,10.379515317786936,14.299242424242431,10.438074774297418,True,up,
2004-06-01,2004,6,2000,270.7,371.6598495466377,12.137531068765517,14.026958719460826,10.413140573799339,True,up,
2004-07-01,2004,7,2000,257.5,353.53679814650616,-4.876246767639447,17.36554238833181,10.224253622795281,False,down,
2004-08-01,2004,8,2000,249.8,342.96501816309603,-2.9902912621359135,27.840327533265107,9.559292862819824,False,down,
2004-09-01,2004,9,2000,212.8,292.16555590515145,-14.81184947958366,5.138339920948609,10.763507089906291,True,down,
2004-10-01,2004,10,2000,222.1,304.9340693916078,4.370300751879697,20.64095600217273,10.3204405791718,False,up,
2004-11-01,2004,11,2000,306.7,421.0863533651784,38.090950022512374,69.26048565121414,14.541454674638222,True,up,
2004-12-01,2004,12,2000,289.5,397.4714682074312,-5.608086077600261,44.31704885343968,14.757169600080967,True,down,
2005-01-01,2005,1,2000,252.4,346.5347101055462,-12.815198618307422,4.168386297977711,14.46735789318859,True,down,
2005-02-01,2005,2,2000,253.2,347.63307685706934,0.31695721077653616,9.515570934256058,14.358114729426724,False,up,
2005-03-01,2005,3,2000,257.4,353.39950230256574,1.6587677725118377,23.690533397405076,13.888705020116202,False,up,
2005-04-01,2005,4,2000,298.2,409.41620663024514,15.850815850815847,36.35116598079562,14.403393816841577,True,up,
2005-05-01,2005,5,2000,278.2,381.95703784216704,-6.706908115358823,15.244407622203804,14.503022889171355,True,down,
