date,year,month,decade,coal_ppi_nominal,coal_index_2024base,mom_pct,yoy_pct,rolling_vol_12m,shock,direction,event
1951-12-01,1951,12,1950,16.0,5.514214899293778,0.0,2.564102564102577,1.3889818883987592,False,flat,
1952-01-01,1952,1,1950,16.0,5.514214899293778,0.0,2.564102564102577,1.3889818883987592,False,flat,
1952-02-01,1952,2,1950,16.0,5.514214899293778,0.0,-1.2345679012345623,0.7913242712873171,False,flat,
1952-03-01,1952,3,1950,16.0,5.514214899293778,0.0,-1.2345679012345623,0.7913242712873171,False,flat,
1952-04-01,1952,4,1950,15.4,5.307431840570262,-3.749999999999998,-3.1446540880503138,1.2372699033570986,True,down,
1952-05-01,1952,5,1950,15.4,5.307431840570262,0.0,-2.5316455696202556,1.2334788175286713,False,flat,
1952-06-01,1952,6,1950,15.5,5.341895683690848,0.6493506493506551,-2.515723270440251,1.234504362341746,False,up,
1952-07-01,1952,7,1950,15.6,5.3763595268114335,0.6451612903225712,-0.6369426751592355,1.2089209913398038,False,up,
1952-08-01,1952,8,1950,15.6,5.3763595268114335,0.0,-1.2658227848101333,1.190026265013993,False,flat,
1952-09-01,1952,9,1950,15.8,5.445287213052606,1.2820512820512997,-0.6289308176100628,1.2400473448094436,False,up,
1952-10-01,1952,10,1950,16.6,5.720997958017295,5.063291139240511,3.750000000000009,1.9287312856431091,True,up,
1952-11-01,1952,11,1950,16.7,5.75546180113788,0.6024096385542022,4.374999999999996,1.9273664649583202,False,up,
1952-12-01,1952,12,1950,17.0,5.858853330499639,1.7964071856287456,6.25,1.9650427410685762,False,up,
1953-01-01,1953,1,1950,17.1,5.8933171736202254,0.588235294117645,6.875000000000009,1.9581060428057677,False,up,
1953-02-01,1953,2,1950,17.0,5.858853330499639,-0.5847953216374324,6.25,1.9808107289660575,False,down,
1953-03-01,1953,3,1950,16.8,5.789925644258467,-1.17647058823529,5.000000000000004,2.037427358680573,False,down,
1953-04-01,1953,4,1950,16.3,5.617606428655537,-2.9761904761904767,5.844155844155852,1.9009033438128915,False,down,
1953-05-01,1953,5,1950,16.3,5.617606428655537,0.0,5.844155844155852,1.9009033438128915,False,flat,
1953-06-01,1953,6,1950,16.3,5.617606428655537,0.0,5.161290322580658,1.9052167815922831,False,flat,
1953-07-01,1953,7,1950,16.4,5.652070271776122,0.6134969325153339,5.128205128205132,1.904923685908102,False,up,
1953-08-01,1953,8,1950,16.4,5.652070271776122,0.0,5.128205128205132,1.904923685908102,False,flat,
1953-09-01,1953,9,1950,16.5,5.686534114896708,0.6097560975609762,4.430379746835444,1.887522658561886,False,up,
1953-10-01,1953,10,1950,16.5,5.686534114896708,0.0,-0.6024096385542244,1.1772386368869876,False,flat,
1953-11-01,1953,11,1950,16.5,5.686534114896708,0.0,-1.19760479041916,1.1598876606472899,False,flat,
1953-12-01,1953,12,1950,16.5,5.686534114896708,0.0,-2.941176470588236,0.9983868512148715,False,flat,
1954-01-01,1954,1,1950,16.4,5.652070271776122,-0.60606060606061,-4.093567251462005,0.9669330245498681,False,down,
1954-02-01,1954,2,1950,16.3,5.617606428655537,-0.609756097560965,-4.117647058823525,0.9675262924769205,False,down,
1954-03-01,1954,3,1950,15.8,5.445287213052606,-3.0674846625766916,-5.952380952380953,1.2328133603938385,True,down,
1954-04-01,1954,4,1950,15.3,5.272967997449675,-3.164556962025311,-6.134969325153373,1.2678674508683565,True,down,
1954-05-01,1954,5,1950,15.4,5.307431840570262,0.6535947712418277,-5.521472392638039,1.3056525872058158,False,up,
1954-06-01,1954,6,1950,15.4,5.307431840570262,0.0,-5.521472392638039,1.3056525872058158,False,flat,
1954-07-01,1954,7,1950,15.4,5.307431840570262,0.0,-6.097560975609751,1.2711712253230467,False,flat,
1954-08-01,1954,8,1950,15.4,5.307431840570262,0.0,-6.097560975609751,1.2711712253230467,False,flat,
1954-09-01,1954,9,1950,15.5,5.341895683690848,0.6493506493506551,-6.060606060606055,1.2744044734598736,False,up,
1954-10-01,1954,10,1950,15.4,5.307431840570262,-0.6451612903225823,-6.666666666666665,1.2644070855533205,False,down,
1954-11-01,1954,11,1950,15.4,5.307431840570262,0.0,-6.666666666666665,1.2644070855533205,False,flat,
1954-12-01,1954,12,1950,15.4,5.307431840570262,0.0,-6.666666666666665,1.2644070855533205,False,flat,
1955-01-01,1955,1,1950,15.4,5.307431840570262,0.0,-6.097560975609751,1.2747165659591113,False,flat,
1955-02-01,1955,2,1950,15.4,5.307431840570262,0.0,-5.521472392638039,1.2827384125244694,False,flat,
1955-03-01,1955,3,1950,15.4,5.307431840570262,0.0,-2.5316455696202556,0.9888394059369618,False,flat,
1955-04-01,1955,4,1950,15.0,5.169576468087917,-2.5974025974025983,-1.9607843137254943,0.8365549349543386,False,down,
1955-05-01,1955,5,1950,14.7,5.066184938726158,-2.0000000000000018,-4.545454545454552,0.9451433571672726,False,down,
1955-06-01,1955,6,1950,14.8,5.100648781846745,0.6802721088435382,-3.8961038961038974,0.9895469147379979,False,up,
1955-07-01,1955,7,1950,14.9,5.135112624967331,0.6756756756756799,-3.2467532467532423,1.0282541869101018,False,up,
1955-08-01,1955,8,1950,15.0,5.169576468087917,0.6711409395973034,-2.5974025974025983,1.061961219360727,False,up,
1955-09-01,1955,9,1950,15.9,5.479751056173192,6.000000000000005,2.580645161290329,2.0864571912053624,True,up,
1955-10-01,1955,10,1950,16.0,5.514214899293778,0.6289308176100628,3.8961038961038863,2.070114061917723,False,up,
1955-11-01,1955,11,1950,16.0,5.514214899293778,0.0,3.8961038961038863,2.070114061917723,False,flat,
1955-12-01,1955,12,1950,16.1,5.548678742414364,0.6250000000000089,4.545454545454541,2.0686929303557844,False,up,
1956-01-01,1956,1,1950,16.1,5.548678742414364,0.0,4.545454545454541,2.0686929303557844,False,flat,
1956-02-01,1956,2,1950,16.1,5.548678742414364,0.0,4.545454545454541,2.0686929303557844,False,flat,
1956-03-01,1956,3,1950,16.2,5.58314258553495,0.6211180124223503,5.1948051948051965,2.065807942020958,False,up,
1956-04-01,1956,4,1950,16.4,5.652070271776122,1.2345679012345734,9.333333333333327,1.8367274958673057,False,up,
1956-05-01,1956,5,1950,16.4,5.652070271776122,0.0,11.564625850340127,1.644006884976836,False,flat,
1956-06-01,1956,6,1950,16.5,5.686534114896708,0.6097560975609762,11.486486486486491,1.645098753738615,False,up,
1956-07-01,1956,7,1950,16.6,5.720997958017295,0.60606060606061,11.409395973154378,1.6461694539193619,False,up,
1956-08-01,1956,8,1950,16.7,5.75546180113788,0.6024096385542022,11.333333333333329,1.6472195380257755,False,up,
1956-09-01,1956,9,1950,16.8,5.789925644258467,0.5988023952095967,5.660377358490565,0.38273900292603813,False,up,
1956-10-01,1956,10,1950,17.8,6.134564075464328,5.952380952380953,11.250000000000004,1.6343361708071078,True,up,
1956-11-01,1956,11,1950,17.9,6.169027918584914,0.561797752808979,11.874999999999991,1.6140009766473518,False,up,
1956-12-01,1956,12,1950,18.1,6.237955604826087,1.1173184357541999,12.422360248447205,1.611216004116802,False,up,
1957-01-01,1957,1,1950,18.2,6.272419447946673,0.5524861878452914,13.043478260869556,1.5880187562211971,False,up,
1957-02-01,1957,2,1950,18.2,6.272419447946673,0.0,13.043478260869556,1.5880187562211971,False,flat,
1957-03-01,1957,3,1950,18.1,6.237955604826087,-0.5494505494505364,11.728395061728403,1.6506747436427827,False,down,
1957-04-01,1957,4,1950,18.1,6.237955604826087,0.0,10.365853658536594,1.6690518808977566,False,flat,
1957-05-01,1957,5,1950,18.1,6.237955604826087,0.0,10.365853658536594,1.6690518808977566,False,flat,
1957-06-01,1957,6,1950,18.1,6.237955604826087,0.0,9.696969696969715,1.6858175817010153,False,flat,
1957-07-01,1957,7,1950,18.2,6.272419447946673,0.5524861878452914,9.638554216867457,1.6864106312705185,False,up,
1957-08-01,1957,8,1950,18.3,6.306883291067258,0.5494505494505475,9.580838323353301,1.6869935377849665,False,up,
1957-09-01,1957,9,1950,18.3,6.306883291067258,0.0,8.92857142857142,1.7015671481879449,False,flat,
1957-10-01,1957,10,1950,18.4,6.341347134187844,0.5464480874316724,3.3707865168539186,0.44236180549952453,False,up,
1957-11-01,1957,11,1950,18.5,6.375810977308431,0.5434782608695787,3.3519553072625774,0.4413220357027201,False,up,
1957-12-01,1957,12,1950,18.5,6.375810977308431,0.0,2.20994475138121,0.35761620951031364,False,flat,
1958-01-01,1958,1,1950,18.5,6.375810977308431,0.0,1.6483516483516425,0.3408830361563323,False,flat,
1958-02-01,1958,2,1950,18.5,6.375810977308431,0.0,1.6483516483516425,0.3408830361563323,False,flat,
1958-03-01,1958,3,1950,18.5,6.375810977308431,0.0,2.20994475138121,0.2698072899558639,False,flat,
1958-04-01,1958,4,1950,17.6,6.065636389223156,-4.86486486486486,-2.7624309392265234,1.48546318570947,True,down,
1958-05-01,1958,5,1950,17.6,6.065636389223156,0.0,-2.7624309392265234,1.48546318570947,False,flat,
1958-06-01,1958,6,1950,17.7,6.100100232343742,0.5681818181818121,-2.209944751381232,1.5021700314083104,False,up,
1958-07-01,1958,7,1950,17.8,6.134564075464328,0.5649717514124353,-2.19780219780219,1.5027242508333754,False,up,
1958-08-01,1958,8,1950,17.9,6.169027918584914,0.561797752808979,-2.1857923497267895,1.5032690367441492,False,up,
1958-09-01,1958,9,1950,18.0,6.2034917617055,0.5586592178770999,-1.6393442622950838,1.5177062501721283,False,up,
1958-10-01,1958,10,1950,18.2,6.272419447946673,1.1111111111111072,-1.0869565217391242,1.5489092892789431,False,up,
1958-11-01,1958,11,1950,18.2,6.272419447946673,0.0,-1.6216216216216273,1.536929724091044,False,flat,
1958-12-01,1958,12,1950,18.2,6.272419447946673,0.0,-1.6216216216216273,1.536929724091044,False,flat,
1959-01-01,1959,1,1950,18.4,6.341347134187844,1.098901098901095,-0.5405405405405461,1.5772641995050007,False,up,
1959-02-01,1959,2,1950,18.5,6.375810977308431,0.5434782608695787,0.0,1.5860896704057366,False,up,
1959-03-01,1959,3,1950,18.3,6.306883291067258,-1.0810810810810811,-1.0810810810810811,1.6172213716629038,False,down,
1959-04-01,1959,4,1950,17.5,6.031172546102569,-4.371584699453557,-0.5681818181818232,1.4853896254401489,True,down,
1959-05-01,1959,5,1950,17.4,5.996708702981983,-0.5714285714285783,-1.1363636363636576,1.4932298952566,False,down,
1959-06-01,1959,6,1950,17.6,6.065636389223156,1.1494252873563315,-0.5649717514124131,1.5254151474386424,False,up,
1959-07-01,1959,7,1950,17.8,6.134564075464328,1.1363636363636243,0.0,1.5545307464852238,False,up,
1959-08-01,1959,8,1950,17.9,6.169027918584914,0.561797752808979,0.0,1.5545307464852238,False,up,
1959-09-01,1959,9,1950,18.0,6.2034917617055,0.5586592178770999,0.0,1.5545307464852238,False,up,
1959-10-01,1959,10,1950,18.1,6.237955604826087,0.5555555555555536,-0.5494505494505364,1.5268249174673272,False,up,
1959-11-01,1959,11,1950,18.2,6.272419447946673,0.5524861878452914,0.0,1.536276724759001,False,up,
1959-12-01,1959,12,1950,18.2,6.272419447946673,0.0,0.0,1.536276724759001,False,flat,
1960-01-01,1960,1,1960,18.2,6.272419447946673,0.0,-1.0869565217391242,1.4978066702467974,False,flat,
1960-02-01,1960,2,1960,18.2,6.272419447946673,0.0,-1.6216216216216273,1.4853882447140827,False,flat,
1960-03-01,1960,3,1960,18.2,6.272419447946673,0.0,-0.5464480874317057,1.4546498129920489,False,flat,
1960-04-01,1960,4,1960,17.5,6.031172546102569,-3.8461538461538436,0.0,1.3133147272411394,True,down,
1960-05-01,1960,5,1960,17.4,5.996708702981983,-0.5714285714285783,0.0,1.3133147272411394,False,down,
1960-06-01,1960,6,1960,17.5,6.031172546102569,0.5747126436781658,-0.5681818181818232,1.2779104333563442,False,up,
1960-07-01,1960,7,1960,17.7,6.100100232343742,1.1428571428571344,-0.5617977528090012,1.2784550256131297,False,up,
1960-08-01,1960,8,1960,17.8,6.134564075464328,0.5649717514124353,-0.5586592178770777,1.2785910119322408,False,up,
1960-09-01,1960,9,1960,18.0,6.2034917617055,1.1235955056179803,0.0,1.3125482648778102,False,up,
1960-10-01,1960,10,1960,18.0,6.2034917617055,0.0,-0.5524861878453136,1.3012299912820202,False,flat,
1960-11-01,1960,11,1960,18.0,6.2034917617055,0.0,-1.098901098901095,1.288136611205198,False,flat,
1960-12-01,1960,12,1960,18.1,6.237955604826087,0.5555555555555536,-0.5494505494505364,1.3013569624380161,False,up,
1961-01-01,1961,1,1960,18.1,6.237955604826087,0.0,-0.5494505494505364,1.3013569624380161,False,flat,
1961-02-01,1961,2,1960,18.1,6.237955604826087,0.0,-0.5494505494505364,1.3013569624380161,False,flat,
1961-03-01,1961,3,1960,18.0,6.2034917617055,-0.5524861878453136,-1.098901098901095,1.309637521491356,False,down,
1961-04-01,1961,4,1960,17.6,6.065636389223156,-2.2222222222222143,0.5714285714285783,0.9078038667646421,False,down,
1961-05-01,1961,5,1960,17.2,5.927781016740811,-2.272727272727282,-1.1494252873563204,1.1215769876903339,False,down,
1961-06-01,1961,6,1960,17.3,5.962244859861398,0.5813953488372103,-1.1428571428571344,1.121938898970986,False,up,
1961-07-01,1961,7,1960,17.4,5.996708702981983,0.5780346820809079,-1.6949152542372947,1.076444167811631,False,up,
1961-08-01,1961,8,1960,17.5,6.031172546102569,0.5747126436781658,-1.6853932584269704,1.0770251520939347,False,up,
1961-09-01,1961,9,1960,17.6,6.065636389223156,0.5714285714285783,-2.2222222222222143,1.0290368324349384,False,up,
1961-10-01,1961,10,1960,17.7,6.100100232343742,0.5681818181818121,-1.6666666666666718,1.0510189723986323,False,up,
1961-11-01,1961,11,1960,17.8,6.134564075464328,0.5649717514124353,-1.1111111111111072,1.07008960346142,False,up,
1961-12-01,1961,12,1960,17.9,6.169027918584914,0.561797752808979,-1.1049723756906271,1.0704322199961345,False,up,
1962-01-01,1962,1,1960,17.9,6.169027918584914,0.0,-1.1049723756906271,1.0704322199961345,False,flat,
1962-02-01,1962,2,1960,17.9,6.169027918584914,0.0,-1.1049723756906271,1.0704322199961345,False,flat,
1962-03-01,1962,3,1960,17.9,6.169027918584914,0.0,-0.5555555555555647,1.0604372861395364,False,flat,
1962-04-01,1962,4,1960,17.3,5.962244859861398,-3.351955307262555,-1.7045454545454586,1.295715991842312,True,down,
1962-05-01,1962,5,1960,17.1,5.8933171736202254,-1.1560693641618491,-0.5813953488371992,1.1613960178000928,False,down,
1962-06-01,1962,6,1960,17.1,5.8933171736202254,0.0,-1.1560693641618491,1.1450241093317053,False,flat,
1962-07-01,1962,7,1960,17.3,5.962244859861398,1.1695906432748426,-0.5747126436781436,1.1883485966259697,False,up,
1962-08-01,1962,8,1960,17.3,5.962244859861398,0.0,-1.1428571428571344,1.172737241344994,False,flat,
1962-09-01,1962,9,1960,17.5,6.031172546102569,1.156069364161838,-0.5681818181818232,1.2140983235069738,False,up,
1962-10-01,1962,10,1960,17.6,6.065636389223156,0.5714285714285783,-0.5649717514124131,1.2142466814545427,False,up,
1962-11-01,1962,11,1960,17.7,6.100100232343742,0.5681818181818121,-0.5617977528090012,1.2143925047707589,False,up,
1962-12-01,1962,12,1960,17.8,6.134564075464328,0.5649717514124353,-0.5586592178770777,1.214535850860353,False,up,
1963-01-01,1963,1,1960,17.8,6.134564075464328,0.0,-0.5586592178770777,1.214535850860353,False,flat,
1963-02-01,1963,2,1960,17.8,6.134564075464328,0.0,-0.5586592178770777,1.214535850860353,False,flat,
1963-03-01,1963,3,1960,17.8,6.134564075464328,0.0,-0.5586592178770777,1.214535850860353,False,flat,
1963-04-01,1963,4,1960,17.2,5.927781016740811,-3.370786516853941,-0.5780346820809301,1.2192076016544469,True,down,
1963-05-01,1963,5,1960,17.1,5.8933171736202254,-0.5813953488371992,0.0,1.1821670174308918,False,down,
1963-06-01,1963,6,1960,17.2,5.927781016740811,0.5847953216374213,0.5847953216374213,1.193870176598301,False,up,
1963-07-01,1963,7,1960,17.3,5.962244859861398,0.5813953488372103,0.0,1.155414704991907,False,up,
1963-08-01,1963,8,1960,17.4,5.996708702981983,0.5780346820809079,0.5780346820809079,1.1671216442307903,False,up,
1963-09-01,1963,9,1960,17.6,6.065636389223156,1.1494252873563315,0.5714285714285783,1.1665529428753432,False,up,
1963-10-01,1963,10,1960,17.7,6.100100232343742,0.5681818181818121,0.5681818181818121,1.1664223520238908,False,up,
1963-11-01,1963,11,1960,17.8,6.134564075464328,0.5649717514124353,0.5649717514124353,1.1662939628802953,False,up,
1963-12-01,1963,12,1960,17.8,6.134564075464328,0.0,0.0,1.1551108020775376,False,flat,
1964-01-01,1964,1,1960,17.8,6.134564075464328,0.0,0.0,1.1551108020775376,False,flat,
1964-02-01,1964,2,1960,17.8,6.134564075464328,0.0,0.0,1.1551108020775376,False,flat,
1964-03-01,1964,3,1960,17.6,6.065636389223156,-1.1235955056179692,-1.1235955056179692,1.2003153421301935,False,down,
1964-04-01,1964,4,1960,17.2,5.927781016740811,-2.272727272727282,0.0,0.9411264162164135,False,down,
1964-05-01,1964,5,1960,17.2,5.927781016740811,0.0,0.5847953216374213,0.9230366342589137,False,flat,
1964-06-01,1964,6,1960,17.3,5.962244859861398,0.5813953488372103,0.5813953488372103,0.9228589077672853,False,up,
1964-07-01,1964,7,1960,17.4,5.996708702981983,0.5780346820809079,0.5780346820809079,0.9226842282791934,False,up,
1964-08-01,1964,8,1960,17.5,6.031172546102569,0.5747126436781658,0.5747126436781658,0.9225125267996078,False,up,
1964-09-01,1964,9,1960,17.6,6.065636389223156,0.5714285714285783,0.0,0.8737900635895252,False,up,
1964-10-01,1964,10,1960,17.7,6.100100232343742,0.5681818181818121,0.0,0.8737900635895252,False,up,
1964-11-01,1964,11,1960,17.7,6.100100232343742,0.0,-0.5617977528090012,0.8558249599689352,False,flat,
1964-12-01,1964,12,1960,17.8,6.134564075464328,0.5649717514124353,0.0,0.8737900635895252,False,up,
1965-01-01,1965,1,1960,17.8,6.134564075464328,0.0,0.0,0.8737900635895252,False,flat,
1965-02-01,1965,2,1960,17.8,6.134564075464328,0.0,0.0,0.8737900635895252,False,flat,
1965-03-01,1965,3,1960,17.6,6.065636389223156,-1.1235955056179692,0.0,0.8737900635895252,False,down,
1965-04-01,1965,4,1960,17.1,5.8933171736202254,-2.840909090909094,-0.5813953488371992,1.0127006122401196,False,down,
1965-05-01,1965,5,1960,17.1,5.8933171736202254,0.0,-0.5813953488371992,1.0127006122401196,False,flat,
1965-06-01,1965,6,1960,17.1,5.8933171736202254,0.0,-1.1560693641618491,0.9938012992455793,False,flat,
1965-07-01,1965,7,1960,17.2,5.927781016740811,0.5847953216374213,-1.1494252873563204,0.994217666271993,False,up,
1965-08-01,1965,8,1960,17.3,5.962244859861398,0.5813953488372103,-1.1428571428571344,0.9946266672277334,False,up,
1965-09-01,1965,9,1960,17.5,6.031172546102569,1.156069364161838,-0.5681818181818232,1.0431664938528726,False,up,
1965-10-01,1965,10,1960,17.6,6.065636389223156,0.5714285714285783,-0.5649717514124131,1.043339668838437,False,up,
1965-11-01,1965,11,1960,17.7,6.100100232343742,0.5681818181818121,0.0,1.0582130846242892,False,up,
1965-12-01,1965,12,1960,17.7,6.100100232343742,0.0,-0.5617977528090012,1.0435098807083532,False,flat,
1966-01-01,1966,1,1960,17.8,6.134564075464328,0.5649717514124353,0.0,1.0582130846242892,False,up,
1966-02-01,1966,2,1960,17.8,6.134564075464328,0.0,0.0,1.0582130846242892,False,flat,
1966-03-01,1966,3,1960,17.7,6.100100232343742,-0.5617977528090012,0.5681818181818121,1.0152910853134454,False,down,
1966-04-01,1966,4,1960,17.2,5.927781016740811,-2.824858757062143,0.5847953216374213,1.0111356053790854,False,down,
1966-05-01,1966,5,1960,17.5,6.031172546102569,1.744186046511631,2.3391812865497075,1.1220483057170125,False,up,
1966-06-01,1966,6,1960,17.6,6.065636389223156,0.5714285714285783,2.923976608187129,1.1249708324161822,False,up,
1966-07-01,1966,7,1960,17.7,6.100100232343742,0.5681818181818121,2.9069767441860517,1.1245265463387175,False,up,
1966-08-01,1966,8,1960,17.8,6.134564075464328,0.5649717514124353,2.8901734104046284,1.1240897276839235,False,up,
1966-09-01,1966,9,1960,18.0,6.2034917617055,1.1235955056179803,2.857142857142847,1.121729848396629,False,up,
1966-10-01,1966,10,1960,18.2,6.272419447946673,1.1111111111111072,3.409090909090895,1.1467285134367196,False,up,
1966-11-01,1966,11,1960,18.4,6.341347134187844,1.098901098901095,3.9548022598870025,1.1686331650551889,False,up,
1966-12-01,1966,12,1960,18.5,6.375810977308431,0.5434782608695787,4.519774011299438,1.1652051919040989,False,up,
1967-01-01,1967,1,1960,18.5,6.375810977308431,0.0,3.93258426966292,1.168256799345184,False,flat,
1967-02-01,1967,2,1960,18.5,6.375810977308431,0.0,3.93258426966292,1.168256799345184,False,flat,
1967-03-01,1967,3,1960,18.5,6.375810977308431,0.0,4.519774011299438,1.1402673770070757,False,flat,
1967-04-01,1967,4,1960,18.6,6.4102748204290165,0.5405405405405572,8.139534883720945,0.53480921385517,False,up,
1967-05-01,1967,5,1960,18.6,6.4102748204290165,0.0,6.2857142857142945,0.4407918613714024,False,flat,
1967-06-01,1967,6,1960,18.6,6.4102748204290165,0.0,5.681818181818188,0.463837560732535,False,flat,
1967-07-01,1967,7,1960,18.6,6.4102748204290165,0.0,5.084745762711873,0.48076709889189345,False,flat,
1967-08-01,1967,8,1960,18.8,6.479202506670189,1.0752688172043001,5.617977528089879,0.5164607863745917,False,up,
1967-09-01,1967,9,1960,18.8,6.479202506670189,0.0,4.444444444444451,0.4857055632247149,False,flat,
1967-10-01,1967,10,1960,18.9,6.513666349790774,0.5319148936170137,3.8461538461538325,0.4303485925860344,False,up,
1967-11-01,1967,11,1960,19.0,6.548130192911361,0.5291005291005346,3.260869565217406,0.3621200925905925,False,up,
1967-12-01,1967,12,1960,19.0,6.548130192911361,0.0,2.7027027027026973,0.35855163446985616,False,flat,
1968-01-01,1968,1,1960,19.0,6.548130192911361,0.0,2.7027027027026973,0.35855163446985616,False,flat,
1968-02-01,1968,2,1960,19.0,6.548130192911361,0.0,2.7027027027026973,0.35855163446985616,False,flat,
1968-03-01,1968,3,1960,19.1,6.582594036031948,0.5263157894736858,3.2432432432432545,0.36096677176685416,False,up,
1968-04-01,1968,4,1960,19.2,6.617057879152534,0.5235602094240788,3.2258064516129004,0.3598281619412944,False,up,
1968-05-01,1968,5,1960,19.1,6.582594036031948,-0.5208333333333259,2.6881720430107503,0.4209812697940466,False,down,
1968-06-01,1968,6,1960,19.1,6.582594036031948,0.0,2.6881720430107503,0.4209812697940466,False,flat,
1968-07-01,1968,7,1960,19.2,6.617057879152534,0.5235602094240788,3.2258064516129004,0.42299509536227964,False,up,
1968-08-01,1968,8,1960,19.2,6.617057879152534,0.0,2.127659574468077,0.342066609948423,False,flat,
1968-09-01,1968,9,1960,19.2,6.617057879152534,0.0,2.127659574468077,0.342066609948423,False,flat,
1968-10-01,1968,10,1960,19.9,6.858304780996635,3.645833333333326,5.291005291005302,1.0613581619103938,True,up,
1968-11-01,1968,11,1960,20.2,6.961696310358394,1.5075376884422065,6.315789473684208,1.1058426445566198,False,up,
1968-12-01,1968,12,1960,20.4,7.030623996599567,0.990099009900991,7.36842105263158,1.1006726914152365,False,up,
1969-01-01,1969,1,1960,20.4,7.030623996599567,0.0,7.36842105263158,1.1006726914152365,False,flat,
1969-02-01,1969,2,1960,20.4,7.030623996599567,0.0,7.36842105263158,1.1006726914152365,False,flat,
1969-03-01,1969,3,1960,20.4,7.030623996599567,0.0,6.806282722513068,1.1142639739182658,False,flat,
1969-04-01,1969,4,1960,20.6,7.0995516828407395,0.9803921568627638,7.291666666666674,1.1208463558032187,False,up,
1969-05-01,1969,5,1960,20.5,7.065087839720154,-0.4854368932038944,7.329842931937169,1.1176882248020699,False,down,
1969-06-01,1969,6,1960,20.7,7.134015525961325,0.9756097560975618,8.376963350785328,1.1057470813780896,False,up,
1969-07-01,1969,7,1960,20.9,7.202943212202497,0.9661835748792313,8.854166666666675,1.1075032050598421,False,up,
1969-08-01,1969,8,1960,20.9,7.202943212202497,0.0,8.854166666666675,1.1075032050598421,False,flat,
1969-09-01,1969,9,1960,21.0,7.237407055323083,0.4784688995215447,9.375,1.0878596024578382,False,up,
1969-10-01,1969,10,1960,22.0,7.582045486528945,4.761904761904767,10.552763819095489,1.3688958696303442,True,up,
1969-11-01,1969,11,1960,22.4,7.719900859011289,1.8181818181818077,10.89108910891088,1.3853427644328964,False,up,
1969-12-01,1969,12,1960,22.5,7.754364702131874,0.44642857142858094,10.294117647058831,1.3900749455878043,False,up,
1970-01-01,1970,1,1970,22.7,7.823292388373047,0.8888888888888946,11.274509803921573,1.3653778182550094,False,up,
1970-02-01,1970,2,1970,23.8,8.202394662699493,4.845814977973584,16.666666666666675,1.739506731134326,True,up,
1970-03-01,1970,3,1970,24.1,8.305786192061253,1.2605042016806678,18.13725490196081,1.6908259484630646,False,up,
1970-04-01,1970,4,1970,26.4,9.098454583834734,9.543568464730278,28.15533980582523,2.8807092862768116,True,up,
1970-05-01,1970,5,1970,26.6,9.167382270075906,0.7575757575757791,29.756097560975615,2.799513484523814,False,up,
1970-06-01,1970,6,1970,27.8,9.58094838752294,4.5112781954887105,34.29951690821258,2.8413979264798943,True,up,
1970-07-01,1970,7,1970,28.4,9.787731446246456,2.1582733812949506,35.88516746411483,2.802585380395141,False,up,
1970-08-01,1970,8,1970,28.8,9.9255868187288,1.4084507042253502,37.799043062200965,2.710756735235808,False,up,
1970-09-01,1970,9,1970,30.1,10.37361677929642,4.513888888888884,43.333333333333336,2.654426411939653,True,up,
1970-10-01,1970,10,1970,32.8,11.304140543552244,8.970099667774068,49.09090909090907,3.1323275479055117,True,up,
1970-11-01,1970,11,1970,32.9,11.33860438667283,0.3048780487804992,46.875,3.2318652009020314,False,up,
1970-12-01,1970,12,1970,32.9,11.33860438667283,0.0,46.22222222222221,3.2700530900379206,False,flat,
1971-01-01,1971,1,1970,32.9,11.33860438667283,0.0,44.93392070484581,3.338095686616389,False,flat,
1971-02-01,1971,2,1970,32.9,11.33860438667283,0.0,38.23529411764706,3.4118068174393503,False,flat,
1971-03-01,1971,3,1970,32.9,11.33860438667283,0.0,36.51452282157675,3.481721156960413,False,flat,
1971-04-01,1971,4,1970,34.4,11.855562033481622,4.5592705167173175,30.303030303030297,2.8236932255484377,True,up,
1971-05-01,1971,5,1970,34.2,11.786634347240451,-0.5813953488371992,28.57142857142858,2.913709629167772,False,down,
1971-06-01,1971,6,1970,34.1,11.752170504119865,-0.29239766081872176,22.661870503597115,2.8902546961656443,False,down,
1971-07-01,1971,7,1970,34.2,11.786634347240451,0.2932551319648091,20.422535211267622,2.9165300130368523,False,up,
1971-08-01,1971,8,1970,34.2,11.786634347240451,0.0,18.75,2.952964552944131,False,flat,
1971-09-01,1971,9,1970,34.2,11.786634347240451,0.0,13.621262458471772,2.8157624294914707,False,flat,
1971-10-01,1971,10,1970,34.2,11.786634347240451,0.0,4.268292682926855,1.3436823130229285,False,flat,
1971-11-01,1971,11,1970,34.2,11.786634347240451,0.0,3.951367781155035,1.3476332916476832,False,flat,
1971-12-01,1971,12,1970,36.0,12.406983523411,5.263157894736836,9.42249240121582,1.9512136658040595,True,up,
1972-01-01,1972,1,1970,36.0,12.406983523411,0.0,9.42249240121582,1.9512136658040595,False,flat,
1972-02-01,1972,2,1970,36.0,12.406983523411,0.0,9.42249240121582,1.9512136658040595,False,flat,
1972-03-01,1972,3,1970,36.0,12.406983523411,0.0,9.42249240121582,1.9512136658040595,False,flat,
1972-04-01,1972,4,1970,35.8,12.338055837169827,-0.5555555555555647,4.06976744186045,1.5695859353786596,False,down,
1972-05-01,1972,5,1970,35.8,12.338055837169827,0.0,4.678362573099393,1.5472409995016128,False,flat,
