date,year,month,decade,coal_ppi_nominal,coal_index_2024base,mom_pct,yoy_pct,rolling_vol_12m,shock,direction,event
1948-05-01,1948,5,1940,15.0,5.169576468087917,1.3513513513513375,29.31034482758621,4.732662828692108,False,up,postwar_reconversion
1948-06-01,1948,6,1940,15.1,5.2040403112085025,0.6666666666666599,30.17241379310345,4.707583740460141,False,up,postwar_reconversion
1948-07-01,1948,7,1940,16.3,5.617606428655537,7.947019867549665,20.740740740740748,2.5540142708873375,True,up,postwar_reconversion
1948-08-01,1948,8,1940,16.4,5.652070271776122,0.6134969325153339,14.685314685314665,2.1697125876685894,False,up,postwar_reconversion
1948-09-01,1948,9,1940,16.4,5.652070271776122,0.0,13.888888888888884,2.192741564241738,False,flat,postwar_reconversion
1948-10-01,1948,10,1940,16.3,5.617606428655537,-0.609756097560965,12.413793103448278,2.2468989674444373,False,down,postwar_reconversion
1948-11-01,1948,11,1940,16.3,5.617606428655537,0.0,12.413793103448278,2.2468989674444373,False,flat,postwar_reconversion
1948-12-01,1948,12,1940,16.3,5.617606428655537,0.0,11.64383561643836,2.264365702017405,False,flat,postwar_reconversion
1949-01-01,1949,1,1940,16.3,5.617606428655537,0.0,10.88435374149661,2.280081348709467,False,flat,postwar_reconversion
1949-02-01,1949,2,1940,16.2,5.58314258553495,-0.613496932515345,10.204081632653072,2.308489355310849,False,down,postwar_reconversion
1949-03-01,1949,3,1940,16.0,5.514214899293778,-1.2345679012345623,8.843537414965997,2.375680336412251,False,down,postwar_reconversion
1949-04-01,1949,4,1940,15.4,5.307431840570262,-3.749999999999998,4.054054054054057,2.7059699780774347,True,down,postwar_reconversion
1949-05-01,1949,5,1940,15.2,5.238504154329089,-1.2987012987013102,1.3333333333333197,2.7261476104287325,False,down,postwar_reconversion
1949-06-01,1949,6,1940,15.2,5.238504154329089,0.0,0.6622516556291425,2.7213030273396175,False,flat,postwar_reconversion
1949-07-01,1949,7,1940,15.3,5.272967997449675,0.657894736842124,-6.134969325153373,1.1905281548601467,False,up,postwar_reconversion
1949-08-01,1949,8,1940,15.3,5.272967997449675,0.0,-6.7073170731707155,1.1499267917596547,False,flat,postwar_reconversion
1949-09-01,1949,9,1940,15.3,5.272967997449675,0.0,-6.7073170731707155,1.1499267917596547,False,flat,postwar_reconversion
1949-10-01,1949,10,1940,15.3,5.272967997449675,0.0,-6.134969325153373,1.1614591363452484,False,flat,postwar_reconversion
1949-11-01,1949,11,1940,15.5,5.341895683690848,1.3071895424836555,-4.907975460122705,1.2708065064521463,False,up,postwar_reconversion
1949-12-01,1949,12,1940,15.6,5.3763595268114335,0.6451612903225712,-4.294478527607371,1.3030131624329653,False,up,postwar_reconversion
1950-01-01,1950,1,1950,15.7,5.410823369932019,0.6410256410256387,-3.6809815950920366,1.331810420734503,False,up,
1950-02-01,1950,2,1950,15.8,5.445287213052606,0.6369426751592355,-2.4691358024691246,1.3541072779456145,False,up,
1950-03-01,1950,3,1950,16.0,5.514214899293778,1.2658227848101111,0.0,1.3726192836582791,False,up,
1950-04-01,1950,4,1950,15.5,5.341895683690848,-3.125,0.6493506493506551,1.220451524442924,True,down,
1950-05-01,1950,5,1950,15.4,5.307431840570262,-0.6451612903225823,1.3157894736842257,1.1677089356832207,False,down,
1950-06-01,1950,6,1950,15.4,5.307431840570262,0.0,1.3157894736842257,1.1677089356832207,False,flat,
1950-07-01,1950,7,1950,15.4,5.307431840570262,0.0,0.6535947712418277,1.1552973717770134,False,flat,
1950-08-01,1950,8,1950,15.5,5.341895683690848,0.6493506493506551,1.3071895424836555,1.1673505783118425,False,up,
1950-09-01,1950,9,1950,15.6,5.3763595268114335,0.6451612903225712,1.9607843137254832,1.1764137728297037,False,up,
1950-10-01,1950,10,1950,15.6,5.3763595268114335,0.0,1.9607843137254832,1.1764137728297037,False,flat,
1950-11-01,1950,11,1950,15.6,5.3763595268114335,0.0,0.6451612903225712,1.120571996856194,False,flat,
1950-12-01,1950,12,1950,15.6,5.3763595268114335,0.0,0.0,1.1052880197156991,False,flat,
1951-01-01,1951,1,1950,15.6,5.3763595268114335,0.0,-0.6369426751592355,1.0871313828007731,False,flat,
1951-02-01,1951,2,1950,16.2,5.58314258553495,3.8461538461538547,2.5316455696202445,1.5619268126926693,True,up,
1951-03-01,1951,3,1950,16.2,5.58314258553495,0.0,1.2499999999999956,1.527211460844253,False,flat,
1951-04-01,1951,4,1950,15.9,5.479751056173192,-1.851851851851849,2.580645161290329,1.3105851871775172,False,down,
1951-05-01,1951,5,1950,15.8,5.445287213052606,-0.6289308176100628,2.5974025974025983,1.3096188377856464,False,down,
1951-06-01,1951,6,1950,15.9,5.479751056173192,0.6329113924050667,3.2467532467532534,1.312621718802564,False,up,
1951-07-01,1951,7,1950,15.7,5.410823369932019,-1.2578616352201366,1.9480519480519431,1.3847681600021746,False,down,
1951-08-01,1951,8,1950,15.8,5.445287213052606,0.6369426751592355,1.9354838709677358,1.3843819275550544,False,up,
1951-09-01,1951,9,1950,15.9,5.479751056173192,0.6329113924050667,1.9230769230769384,1.384002990574667,False,up,
1951-10-01,1951,10,1950,16.0,5.514214899293778,0.6289308176100628,2.564102564102577,1.3889818883987592,False,up,
1951-11-01,1951,11,1950,16.0,5.514214899293778,0.0,2.564102564102577,1.3889818883987592,False,flat,
