Month,lat,lon,ssh
2047-04,24.025,-94.95,-0.14731772333333334
2047-05,24.025,-94.95,-0.23512540387096775
2047-06,24.025,-94.95,-0.19833804816666667
2047-07,24.025,-94.95,-0.07698493096774194
2047-08,24.025,-94.95,-0.09580426280645161
2047-09,24.025,-94.95,-0.11666512873333333
2047-10,24.025,-94.95,-0.005643921477419355
2047-11,24.025,-94.95,-0.220488358
2047-12,24.025,-94.95,-0.2430318758064516
2048-01,24.025,-94.95,-0.2431312612903226
2048-02,24.025,-94.95,-0.23492318931034484
2048-03,24.025,-94.95,-0.18215515677419356
2048-04,24.025,-94.95,-0.1362783358
2048-05,24.025,-94.95,-0.15311705658064514
2048-06,24.025,-94.95,-0.196575574
2048-07,24.025,-94.95,-0.18352360741935483
2048-08,24.025,-94.95,-0.22464140806451613
2048-09,24.025,-94.95,-0.1213278949
2048-10,24.025,-94.95,-0.07390573239225808
2048-11,24.025,-94.95,-0.1133224892341
2048-12,24.025,-94.95,0.050196516074193544
2049-01,24.025,-94.95,-0.21744833870967742
2049-02,24.025,-94.95,-0.21172012035714285
2049-03,24.025,-94.95,-0.20153958000000002
2049-04,24.025,-94.95,-0.168131747
2049-05,24.025,-94.95,-0.18775992875
